loan_id,app_id,customer_id,disbursed_date,principal,tenure_months,interest_rate,risk_score
LOAN0001135,APP0002401,CUST000407,2025-11-07,139000,18,16.01,212.4
LOAN0001136,APP0002403,CUST000944,2025-10-27,20000,24,17.68,272.8
LOAN0001137,APP0002408,CUST000538,2025-09-08,94000,36,16.05,109.3
LOAN0001138,APP0002409,CUST000536,2026-06-11,116000,18,15.75,158.6
LOAN0001139,APP0002410,CUST002127,2026-02-10,94000,12,18.04,271.9
LOAN0001140,APP0002411,CUST001406,2025-09-25,127000,12,15.69,135.4
LOAN0001141,APP0002412,CUST001222,2025-10-10,18000,6,18.21,287.6
LOAN0001142,APP0002413,CUST001870,2026-04-22,35000,9,14.35,124.9
LOAN0001143,APP0002415,CUST001378,2026-06-07,106000,9,20.61,280.1
LOAN0001144,APP0002416,CUST001849,2026-06-16,25000,12,18.75,239.6
LOAN0001145,APP0002417,CUST001224,2025-07-23,81000,6,16.87,209.2
LOAN0001146,APP0002419,CUST001477,2025-09-07,169000,18,16.59,199.9
LOAN0001147,APP0002420,CUST001660,2026-02-21,112000,24,20.86,305.8
LOAN0001148,APP0002421,CUST000577,2026-04-25,134000,18,21.58,328.2
LOAN0001149,APP0002422,CUST000880,2025-12-13,32000,6,19.51,321.4
LOAN0001150,APP0002425,CUST000670,2025-10-08,56000,9,15.73,149.4
LOAN0001151,APP0002429,CUST002011,2026-02-14,240000,36,17.74,238.9
LOAN0001152,APP0002430,CUST000210,2025-12-21,108000,18,16.6,172.4
LOAN0001153,APP0002431,CUST000097,2026-03-27,65000,18,16.35,199.9
LOAN0001154,APP0002433,CUST001752,2026-05-18,80000,9,17.04,166.1
LOAN0001155,APP0002435,CUST001393,2026-01-17,28000,24,20.5,229.8
LOAN0001156,APP0002436,CUST000960,2025-12-16,34000,9,15.32,170.2
LOAN0001157,APP0002438,CUST000806,2025-12-29,125000,12,15.43,190.0
LOAN0001158,APP0002439,CUST001268,2026-05-16,44000,6,17.44,256.0
LOAN0001159,APP0002441,CUST001347,2026-05-25,123000,36,16.27,211.3
LOAN0001160,APP0002442,CUST001888,2026-04-16,120000,24,18.1,263.7
LOAN0001161,APP0002443,CUST000402,2025-08-12,55000,9,17.06,180.0
LOAN0001162,APP0002444,CUST002108,2025-07-08,79000,18,19.61,295.7
LOAN0001163,APP0002447,CUST002059,2026-05-11,132000,18,18.45,258.3
LOAN0001164,APP0002448,CUST001035,2026-05-22,120000,18,18.2,306.5
LOAN0001165,APP0002450,CUST001204,2026-06-08,101000,24,19.23,347.9
LOAN0001166,APP0002451,CUST001227,2025-11-18,84000,18,16.3,194.3
LOAN0001167,APP0002454,CUST001801,2025-09-23,110000,6,16.61,205.5
LOAN0001168,APP0002459,CUST001698,2025-09-11,65000,12,16.81,169.9
LOAN0001169,APP0002460,CUST000292,2025-07-23,49000,18,18.86,264.4
LOAN0001170,APP0002463,CUST000483,2026-03-23,95000,12,18.69,273.5
LOAN0001171,APP0002465,CUST001481,2026-05-06,276000,12,17.24,185.4
LOAN0001172,APP0002467,CUST002370,2025-09-28,45000,24,18.91,257.4
LOAN0001173,APP0002468,CUST001759,2025-10-21,104000,24,16.72,204.9
LOAN0001174,APP0002473,CUST002462,2026-02-17,102000,12,18.19,241.1
LOAN0001175,APP0002475,CUST002500,2025-11-15,105000,18,19.33,301.8
LOAN0001176,APP0002478,CUST001241,2026-06-08,106000,9,16.47,179.2
LOAN0001177,APP0002481,CUST002490,2025-07-28,45000,24,20.12,265.0
LOAN0001178,APP0002484,CUST002010,2025-07-10,59000,12,18.47,271.6
LOAN0001179,APP0002486,CUST000398,2026-04-13,74000,36,19.25,282.3
LOAN0001180,APP0002492,CUST001418,2025-12-20,101000,9,16.33,191.4
LOAN0001181,APP0002493,CUST000838,2025-08-15,65000,6,17.48,174.8
LOAN0001182,APP0002494,CUST000152,2026-02-09,146000,12,18.25,242.8
LOAN0001183,APP0002500,CUST000231,2025-07-29,43000,18,19.13,281.3
LOAN0001184,APP0002501,CUST000109,2025-10-16,47000,18,18.03,250.8
LOAN0001185,APP0002503,CUST001174,2026-03-10,45000,9,14.45,205.3
LOAN0001186,APP0002506,CUST000846,2025-10-13,121000,6,16.06,207.6
LOAN0001187,APP0002509,CUST000293,2025-09-20,28000,6,18.79,194.0
LOAN0001188,APP0002510,CUST001198,2025-07-18,54000,36,19.33,335.8
LOAN0001189,APP0002511,CUST002043,2025-08-08,25000,24,18.36,257.7
LOAN0001190,APP0002512,CUST001054,2025-09-25,119000,24,17.49,257.8
LOAN0001191,APP0002513,CUST002263,2026-04-14,79000,12,17.93,209.9
LOAN0001192,APP0002515,CUST000555,2026-01-26,182000,24,18.95,338.4
LOAN0001193,APP0002516,CUST000656,2026-06-04,58000,24,14.51,192.8
LOAN0001194,APP0002518,CUST001560,2025-08-16,22000,9,18.52,191.5
LOAN0001195,APP0002519,CUST000437,2025-07-15,109000,12,14.79,193.7
LOAN0001196,APP0002522,CUST001893,2025-07-25,127000,12,21.69,350.8
LOAN0001197,APP0002525,CUST000339,2026-04-15,73000,18,19.7,284.2
LOAN0001198,APP0002526,CUST001388,2025-12-07,61000,24,15.21,140.0
LOAN0001199,APP0002527,CUST000383,2026-06-24,115000,12,18.49,240.1
LOAN0001200,APP0002528,CUST001532,2026-04-06,81000,6,20.42,349.2
LOAN0001201,APP0002530,CUST001295,2025-12-13,51000,12,16.43,171.2
LOAN0001202,APP0002531,CUST001027,2026-05-09,63000,12,17.69,240.2
LOAN0001203,APP0002535,CUST000754,2026-06-12,54000,24,16.52,189.5
LOAN0001204,APP0002536,CUST001517,2026-05-03,41000,24,17.51,218.9
LOAN0001205,APP0002539,CUST000176,2025-10-22,130000,12,15.39,144.1
LOAN0001206,APP0002542,CUST001215,2026-06-18,48000,12,20.11,296.7
LOAN0001207,APP0002546,CUST000921,2025-08-19,53000,12,18.26,311.6
LOAN0001208,APP0002547,CUST001082,2025-09-15,131000,12,20.77,355.1
LOAN0001209,APP0002548,CUST001559,2025-09-09,155000,12,20.2,272.0
LOAN0001210,APP0002549,CUST001965,2026-03-28,188000,24,19.81,257.2
LOAN0001211,APP0002551,CUST000689,2026-03-03,87000,18,12.05,121.0
LOAN0001212,APP0002552,CUST000750,2025-07-16,98000,12,17.27,210.0
LOAN0001213,APP0002555,CUST001084,2025-08-20,148000,6,18.55,285.4
LOAN0001214,APP0002557,CUST001912,2026-01-06,163000,36,17.03,197.5
LOAN0001215,APP0002558,CUST001928,2026-04-09,41000,24,18.34,232.8
LOAN0001216,APP0002559,CUST000444,2025-11-12,45000,6,20.29,260.2
LOAN0001217,APP0002562,CUST000294,2025-11-27,105000,6,16.42,216.6
LOAN0001218,APP0002563,CUST000987,2025-10-10,30000,9,20.52,317.9
LOAN0001219,APP0002564,CUST001620,2026-03-26,66000,9,14.68,170.9
LOAN0001220,APP0002565,CUST002228,2026-01-25,155000,9,14.71,181.2
LOAN0001221,APP0002567,CUST001118,2026-06-12,42000,18,17.77,243.7
LOAN0001222,APP0002570,CUST000342,2025-10-25,40000,18,14.09,171.8
LOAN0001223,APP0002571,CUST000750,2026-04-07,140000,12,15.99,203.2
LOAN0001224,APP0002572,CUST000537,2025-12-04,105000,18,18.9,292.1
LOAN0001225,APP0002578,CUST000348,2026-06-15,102000,18,17.9,266.1
LOAN0001226,APP0002579,CUST001720,2025-09-19,83000,9,23.14,372.7
LOAN0001227,APP0002580,CUST000387,2026-01-29,143000,12,19.43,278.5
LOAN0001228,APP0002581,CUST000825,2025-11-25,89000,12,17.74,266.8
LOAN0001229,APP0002583,CUST001806,2025-12-09,52000,18,18.6,226.5
LOAN0001230,APP0002588,CUST002031,2026-04-03,106000,12,22.82,399.1
LOAN0001231,APP0002589,CUST000072,2026-01-05,49000,18,19.25,236.6
LOAN0001232,APP0002591,CUST002073,2025-07-11,87000,12,18.12,208.1
LOAN0001233,APP0002593,CUST001935,2025-07-14,74000,12,19.94,346.5
LOAN0001234,APP0002594,CUST001907,2025-10-10,145000,12,17.88,160.9
LOAN0001235,APP0002595,CUST002068,2025-10-11,53000,6,17.67,189.2
LOAN0001236,APP0002596,CUST001800,2026-05-28,57000,18,17.55,233.8
LOAN0001237,APP0002599,CUST001090,2025-07-29,77000,18,16.58,237.5
LOAN0001238,APP0002601,CUST000491,2025-09-07,84000,12,15.06,149.7
LOAN0001239,APP0002602,CUST002385,2025-12-27,18000,24,16.43,215.8
LOAN0001240,APP0002605,CUST000111,2025-12-06,69000,18,20.3,275.2
LOAN0001241,APP0002607,CUST001651,2026-01-11,131000,9,17.84,244.2
LOAN0001242,APP0002611,CUST000760,2026-04-10,48000,12,19.9,267.0
LOAN0001243,APP0002613,CUST002273,2025-08-26,186000,24,14.48,207.4
LOAN0001244,APP0002615,CUST002098,2026-01-20,48000,18,13.45,104.3
LOAN0001245,APP0002616,CUST002201,2026-05-10,41000,12,18.32,287.1
LOAN0001246,APP0002618,CUST001725,2025-07-26,64000,12,15.38,205.8
LOAN0001247,APP0002619,CUST000618,2025-12-26,119000,12,18.55,279.1
LOAN0001248,APP0002620,CUST000703,2026-05-27,18000,6,16.69,197.3
LOAN0001249,APP0002622,CUST002251,2025-09-11,73000,36,12.84,50.0
LOAN0001250,APP0002625,CUST002256,2026-02-17,158000,24,17.82,204.4
LOAN0001251,APP0002626,CUST000970,2025-12-21,118000,6,17.43,216.3
LOAN0001252,APP0002628,CUST002107,2025-11-11,105000,24,19.27,332.0
LOAN0001253,APP0002631,CUST000489,2025-10-25,84000,6,18.15,207.0
LOAN0001254,APP0002632,CUST000886,2026-06-14,79000,6,16.26,208.4
LOAN0001255,APP0002633,CUST000752,2026-05-07,54000,18,17.48,204.2
LOAN0001256,APP0002634,CUST001397,2026-01-26,56000,18,19.58,265.4
LOAN0001257,APP0002635,CUST001940,2026-01-09,110000,24,17.24,182.6
LOAN0001258,APP0002636,CUST002149,2025-12-08,185000,24,18.78,272.2
LOAN0001259,APP0002637,CUST002301,2026-03-14,57000,18,18.22,253.4
LOAN0001260,APP0002642,CUST001607,2026-01-29,110000,12,20.57,288.6
LOAN0001261,APP0002643,CUST001831,2025-07-25,66000,12,19.79,305.8
LOAN0001262,APP0002644,CUST002252,2026-04-16,19000,18,19.18,263.8
LOAN0001263,APP0002645,CUST000993,2026-05-19,57000,24,16.89,212.4
LOAN0001264,APP0002647,CUST000539,2025-09-13,57000,12,13.77,65.6
LOAN0001265,APP0002648,CUST000293,2025-10-29,79000,18,17.39,202.8
LOAN0001266,APP0002649,CUST000536,2026-02-26,77000,18,16.64,151.8
LOAN0001267,APP0002652,CUST000104,2025-11-19,79000,9,16.68,132.6
LOAN0001268,APP0002653,CUST002066,2026-06-26,42000,9,17.49,255.8
LOAN0001269,APP0002654,CUST001841,2025-12-16,194000,6,21.91,339.4
LOAN0001270,APP0002657,CUST000477,2025-07-26,180000,12,21.12,276.3
LOAN0001271,APP0002659,CUST000327,2026-04-15,121000,12,18.48,194.0
LOAN0001272,APP0002660,CUST000022,2025-11-19,117000,12,15.65,148.7
LOAN0001273,APP0002663,CUST001456,2025-07-28,97000,9,20.12,321.5
LOAN0001274,APP0002665,CUST000292,2025-11-06,53000,12,20.59,292.2
LOAN0001275,APP0002671,CUST001793,2025-09-18,91000,18,17.12,251.9
LOAN0001276,APP0002672,CUST002108,2025-12-05,150000,12,16.63,259.3
LOAN0001277,APP0002675,CUST002138,2025-10-27,67000,12,18.37,212.0
LOAN0001278,APP0002682,CUST001124,2025-07-25,95000,24,13.73,166.3
LOAN0001279,APP0002683,CUST000523,2026-04-06,87000,18,16.81,193.5
LOAN0001280,APP0002686,CUST002240,2026-04-16,87000,6,18.18,215.5
LOAN0001281,APP0002688,CUST000338,2025-08-27,59000,12,14.91,145.6
LOAN0001282,APP0002690,CUST001388,2025-07-14,179000,18,14.94,141.4
LOAN0001283,APP0002693,CUST001598,2026-03-05,92000,6,19.01,250.8
LOAN0001284,APP0002694,CUST002203,2026-04-11,203000,36,16.05,113.6
LOAN0001285,APP0002695,CUST001549,2025-09-09,134000,12,17.89,205.0
LOAN0001286,APP0002696,CUST000584,2026-05-23,136000,12,16.65,192.3
LOAN0001287,APP0002697,CUST000104,2026-03-21,80000,9,14.93,144.2
LOAN0001288,APP0002698,CUST000862,2025-12-22,80000,18,20.92,390.6
LOAN0001289,APP0002700,CUST000712,2025-12-04,26000,6,15.73,224.5
LOAN0001290,APP0002701,CUST002149,2025-10-24,101000,12,18.69,278.1
LOAN0001291,APP0002702,CUST002047,2026-06-07,60000,18,19.99,341.8
LOAN0001292,APP0002704,CUST002061,2026-05-25,48000,12,21.03,350.3
LOAN0001293,APP0002705,CUST000348,2026-02-25,73000,12,18.35,250.6
LOAN0001294,APP0002708,CUST000529,2025-11-15,114000,18,17.86,160.7
LOAN0001295,APP0002709,CUST001136,2025-10-25,79000,12,17.15,202.4
LOAN0001296,APP0002710,CUST001414,2025-07-24,80000,9,20.19,336.3
LOAN0001297,APP0002712,CUST000667,2026-05-21,10000,12,19.56,234.0
LOAN0001298,APP0002718,CUST000850,2025-12-30,44000,9,17.11,220.7
LOAN0001299,APP0002719,CUST000750,2025-09-09,27000,6,18.46,242.9
LOAN0001300,APP0002721,CUST001254,2025-10-04,124000,6,18.9,290.6
LOAN0001301,APP0002722,CUST001381,2026-03-21,141000,18,16.77,135.2
LOAN0001302,APP0002723,CUST001409,2026-03-23,64000,36,19.43,295.1
LOAN0001303,APP0002724,CUST000250,2026-03-21,63000,9,17.29,194.0
LOAN0001304,APP0002726,CUST000554,2025-08-28,78000,6,16.2,197.8
LOAN0001305,APP0002727,CUST001622,2025-12-25,65000,12,18.13,246.8
LOAN0001306,APP0002729,CUST001483,2025-12-03,198000,24,22.16,354.4
LOAN0001307,APP0002730,CUST000190,2025-08-22,53000,24,16.12,146.7
LOAN0001308,APP0002731,CUST000984,2025-11-10,78000,36,17.24,236.8
LOAN0001309,APP0002732,CUST001710,2025-08-27,84000,24,17.66,236.5
LOAN0001310,APP0002733,CUST000305,2026-02-14,80000,12,15.36,175.2
LOAN0001311,APP0002736,CUST001523,2026-03-05,119000,6,14.36,170.3
LOAN0001312,APP0002741,CUST001139,2026-03-04,74000,24,14.53,137.5
LOAN0001313,APP0002744,CUST001364,2025-09-25,99000,18,15.83,173.8
LOAN0001314,APP0002745,CUST001099,2026-05-23,83000,12,17.44,159.2
LOAN0001315,APP0002746,CUST001348,2025-11-12,46000,24,18.15,149.9
LOAN0001316,APP0002747,CUST000587,2025-11-15,57000,18,17.98,302.8
LOAN0001317,APP0002750,CUST000821,2025-10-28,142000,9,19.63,268.1
LOAN0001318,APP0002752,CUST001028,2025-11-22,55000,18,18.79,257.1
LOAN0001319,APP0002753,CUST000716,2025-11-22,125000,12,19.83,251.8
LOAN0001320,APP0002755,CUST001806,2026-05-25,50000,12,17.58,256.2
LOAN0001321,APP0002756,CUST000033,2025-12-28,54000,12,19.75,257.1
LOAN0001322,APP0002758,CUST002275,2026-03-08,108000,24,22.18,400.7
LOAN0001323,APP0002759,CUST001618,2026-02-17,88000,24,17.55,241.2
LOAN0001324,APP0002760,CUST001694,2026-03-26,115000,36,16.23,198.5
LOAN0001325,APP0002762,CUST001308,2025-09-08,58000,18,19.1,247.6
LOAN0001326,APP0002763,CUST001899,2026-04-09,100000,9,16.64,163.7
LOAN0001327,APP0002764,CUST001113,2026-03-28,35000,12,16.33,178.5
LOAN0001328,APP0002766,CUST001103,2026-05-13,142000,12,14.72,145.0
LOAN0001329,APP0002768,CUST000216,2025-09-11,49000,12,18.39,258.1
LOAN0001330,APP0002772,CUST000382,2025-07-06,69000,24,17.22,212.8
LOAN0001331,APP0002773,CUST001325,2025-11-06,82000,24,17.07,257.9
LOAN0001332,APP0002774,CUST000776,2026-02-28,187000,6,15.06,104.9
LOAN0001333,APP0002776,CUST000566,2026-02-19,54000,24,20.64,350.8
LOAN0001334,APP0002781,CUST001492,2026-05-16,67000,9,15.42,112.0
LOAN0001335,APP0002782,CUST000543,2026-06-15,108000,12,16.14,139.3
LOAN0001336,APP0002784,CUST001293,2026-03-22,116000,18,18.75,262.7
LOAN0001337,APP0002786,CUST001165,2026-01-07,129000,12,16.93,233.7
LOAN0001338,APP0002789,CUST001039,2026-02-22,8000,12,18.72,270.9
LOAN0001339,APP0002792,CUST001233,2025-10-14,105000,18,17.71,264.6
LOAN0001340,APP0002793,CUST000503,2026-03-10,79000,9,17.07,183.3
LOAN0001341,APP0002794,CUST000347,2026-03-09,78000,12,16.57,205.8
LOAN0001342,APP0002805,CUST001455,2025-11-22,131000,18,18.11,245.2
LOAN0001343,APP0002809,CUST002193,2026-01-28,43000,12,17.76,224.6
LOAN0001344,APP0002810,CUST000058,2026-03-28,93000,24,16.74,279.6
LOAN0001345,APP0002811,CUST002062,2025-11-21,133000,18,14.53,101.0
LOAN0001346,APP0002812,CUST001636,2026-03-12,161000,6,19.41,300.3
LOAN0001347,APP0002813,CUST001046,2026-06-26,66000,18,18.63,293.8
LOAN0001348,APP0002817,CUST002075,2026-05-24,163000,12,18.06,171.5
LOAN0001349,APP0002818,CUST002474,2026-05-08,8000,12,18.05,272.8
LOAN0001350,APP0002819,CUST001698,2025-09-28,110000,18,17.69,152.8
LOAN0001351,APP0002821,CUST000085,2026-05-27,36000,12,17.1,227.4
LOAN0001352,APP0002828,CUST000075,2026-05-20,139000,24,17.2,175.4
LOAN0001353,APP0002829,CUST000129,2026-05-06,27000,24,16.76,216.2
LOAN0001354,APP0002830,CUST002123,2025-12-08,49000,12,19.25,256.1
LOAN0001355,APP0002832,CUST000022,2026-04-11,118000,18,13.74,178.4
LOAN0001356,APP0002834,CUST001347,2026-04-12,42000,24,17.96,209.6
LOAN0001357,APP0002837,CUST002252,2026-02-25,96000,12,18.92,283.3
LOAN0001358,APP0002839,CUST000848,2026-04-06,115000,24,20.21,356.3
LOAN0001359,APP0002841,CUST001390,2026-03-30,29000,12,15.91,122.5
LOAN0001360,APP0002843,CUST002128,2026-06-21,64000,18,20.72,375.3
LOAN0001361,APP0002844,CUST000903,2026-05-02,149000,24,16.84,228.0
LOAN0001362,APP0002846,CUST000754,2026-04-07,71000,36,18.18,191.5
LOAN0001363,APP0002847,CUST000077,2025-12-28,130000,18,17.74,274.5
LOAN0001364,APP0002849,CUST002342,2025-11-28,196000,18,20.54,310.0
LOAN0001365,APP0002851,CUST002050,2026-05-11,100000,9,16.49,164.9
LOAN0001366,APP0002852,CUST000085,2025-12-02,86000,12,16.12,212.4
LOAN0001367,APP0002858,CUST000097,2025-11-29,49000,6,16.65,197.2
LOAN0001368,APP0002859,CUST001505,2026-05-25,44000,18,20.5,257.2
LOAN0001369,APP0002861,CUST000253,2025-09-21,119000,6,15.19,215.1
LOAN0001370,APP0002866,CUST000018,2026-01-05,75000,12,18.79,214.7
LOAN0001371,APP0002867,CUST002263,2026-05-18,200000,24,18.94,229.1
LOAN0001372,APP0002868,CUST000269,2026-06-30,134000,9,17.97,204.7
LOAN0001373,APP0002869,CUST002217,2026-01-23,79000,12,18.22,233.9
LOAN0001374,APP0002871,CUST001980,2026-04-24,107000,6,20.85,304.4
LOAN0001375,APP0002873,CUST001286,2025-12-04,42000,12,21.14,337.5
LOAN0001376,APP0002875,CUST000430,2025-10-07,46000,18,16.34,190.6
LOAN0001377,APP0002876,CUST000056,2026-02-26,206000,9,20.48,341.0
LOAN0001378,APP0002881,CUST001771,2026-02-05,274000,12,16.96,250.1
LOAN0001379,APP0002884,CUST000556,2026-02-24,118000,12,19.32,260.5
LOAN0001380,APP0002885,CUST000383,2026-01-25,74000,12,16.0,188.6
LOAN0001381,APP0002887,CUST001401,2026-01-05,68000,6,15.91,170.1
LOAN0001382,APP0002888,CUST000571,2025-12-14,115000,24,20.61,267.1
LOAN0001383,APP0002897,CUST001288,2026-01-07,47000,6,16.25,200.7
LOAN0001384,APP0002900,CUST000720,2026-02-27,79000,12,19.23,245.8
LOAN0001385,APP0002901,CUST001605,2025-11-13,29000,18,16.97,260.0
LOAN0001386,APP0002902,CUST002091,2026-06-20,101000,6,19.11,242.6
LOAN0001387,APP0002907,CUST002007,2025-08-22,77000,12,19.35,270.0
LOAN0001388,APP0002908,CUST000720,2026-04-09,73000,12,19.94,269.2
LOAN0001389,APP0002914,CUST001598,2026-03-09,30000,36,18.31,232.9
LOAN0001390,APP0002915,CUST000297,2026-05-16,91000,24,18.97,212.7
LOAN0001391,APP0002916,CUST002038,2025-11-06,72000,36,20.62,321.6
LOAN0001392,APP0002917,CUST000647,2025-10-19,53000,18,17.86,261.3
LOAN0001393,APP0002921,CUST002167,2025-11-09,79000,18,18.44,207.0
LOAN0001394,APP0002922,CUST001932,2025-08-28,188000,24,18.46,230.0
LOAN0001395,APP0002924,CUST000993,2026-03-05,64000,6,16.54,146.8
LOAN0001396,APP0002925,CUST001572,2026-06-24,111000,6,17.17,271.7
LOAN0001397,APP0002927,CUST002386,2025-11-30,159000,36,17.65,184.6
LOAN0001398,APP0002930,CUST000452,2025-08-30,96000,24,17.82,214.8
LOAN0001399,APP0002931,CUST000207,2026-04-13,65000,24,18.23,274.1
LOAN0001400,APP0002932,CUST000569,2026-05-25,66000,12,17.51,195.7
LOAN0001401,APP0002933,CUST001157,2025-09-05,49000,36,19.02,304.5
LOAN0001402,APP0002937,CUST000725,2026-03-09,179000,18,19.35,282.1
LOAN0001403,APP0002940,CUST000396,2025-11-20,201000,12,18.0,172.3
LOAN0001404,APP0002941,CUST000898,2026-03-19,166000,12,16.6,220.1
LOAN0001405,APP0002944,CUST000271,2025-08-21,220000,24,18.49,277.4
LOAN0001406,APP0002945,CUST001850,2026-05-05,75000,6,18.93,280.7
LOAN0001407,APP0002947,CUST000282,2026-05-28,63000,18,20.11,232.1
LOAN0001408,APP0002950,CUST002445,2025-10-25,38000,18,17.27,221.6
LOAN0001409,APP0002951,CUST001505,2025-08-10,88000,9,15.89,194.3
LOAN0001410,APP0002955,CUST001934,2026-01-21,158000,9,16.29,140.0
LOAN0001411,APP0002956,CUST000042,2026-02-25,158000,6,17.51,144.6
LOAN0001412,APP0002957,CUST002264,2026-01-29,57000,36,20.26,289.1
LOAN0001413,APP0002958,CUST000292,2026-04-18,174000,12,20.23,302.1
LOAN0001414,APP0002959,CUST002359,2025-11-07,75000,18,19.2,278.3
LOAN0001415,APP0002963,CUST000323,2025-11-19,34000,6,20.67,305.9
LOAN0001416,APP0002965,CUST002460,2026-05-20,218000,18,18.69,240.0
LOAN0001417,APP0002966,CUST000485,2026-04-15,183000,12,18.53,242.7
LOAN0001418,APP0002967,CUST001696,2025-08-20,128000,12,19.36,235.3
LOAN0001419,APP0002969,CUST000435,2026-06-19,82000,24,17.23,180.4
LOAN0001420,APP0002973,CUST000236,2026-04-25,49000,24,16.63,125.3
LOAN0001421,APP0002975,CUST001416,2026-03-19,128000,6,16.97,136.6
LOAN0001422,APP0002976,CUST001169,2026-01-22,76000,24,17.01,278.8
LOAN0001423,APP0002979,CUST001310,2026-01-26,45000,18,19.39,228.3
LOAN0001424,APP0002980,CUST001165,2025-07-30,323000,12,20.18,255.9
LOAN0001425,APP0002981,CUST001417,2025-12-09,89000,24,19.7,280.3
LOAN0001426,APP0002982,CUST000435,2026-05-15,26000,18,17.51,187.1
LOAN0001427,APP0002983,CUST002440,2025-11-09,70000,12,17.9,263.8
LOAN0001428,APP0002988,CUST001503,2026-01-23,155000,12,17.69,235.1
LOAN0001429,APP0002990,CUST000760,2026-06-19,98000,12,17.78,292.0
LOAN0001430,APP0002991,CUST002175,2025-08-12,22000,6,19.25,295.7
LOAN0001431,APP0002993,CUST000126,2026-01-25,160000,18,19.55,283.4
LOAN0001432,APP0002995,CUST001551,2025-11-24,110000,12,13.16,142.2
LOAN0001433,APP0002996,CUST000792,2025-07-19,74000,18,18.86,314.9
LOAN0001434,APP0003001,CUST001215,2025-10-19,129000,6,17.44,221.3
LOAN0001435,APP0003005,CUST000509,2026-02-27,8000,12,17.28,185.2
LOAN0001436,APP0003006,CUST000631,2025-10-20,59000,36,15.3,146.4
LOAN0001437,APP0003009,CUST001169,2025-11-14,78000,18,16.31,209.7
LOAN0001438,APP0003012,CUST000627,2026-02-11,20000,6,17.66,241.4
LOAN0001439,APP0003014,CUST002057,2026-06-23,67000,24,20.17,337.9
LOAN0001440,APP0003017,CUST000884,2026-05-23,99000,18,14.4,104.8
LOAN0001441,APP0003021,CUST001977,2026-02-27,118000,12,16.18,234.4
LOAN0001442,APP0003026,CUST000459,2026-06-14,17000,12,17.48,257.1
LOAN0001443,APP0003035,CUST001660,2026-03-05,84000,18,19.16,301.7
LOAN0001444,APP0003036,CUST001166,2026-04-26,114000,18,17.76,198.7
LOAN0001445,APP0003037,CUST001850,2025-10-21,97000,12,19.26,251.6
LOAN0001446,APP0003038,CUST000631,2025-07-24,127000,12,12.93,109.4
LOAN0001447,APP0003039,CUST002363,2025-09-15,122000,12,15.35,137.2
LOAN0001448,APP0003040,CUST000117,2026-02-09,22000,36,17.33,273.4
LOAN0001449,APP0003041,CUST000355,2026-03-21,48000,9,16.3,217.1
LOAN0001450,APP0003043,CUST002146,2026-04-05,68000,6,17.4,172.4
LOAN0001451,APP0003046,CUST000419,2025-09-03,130000,12,21.6,377.7
LOAN0001452,APP0003047,CUST002418,2026-02-26,37000,12,15.88,238.4
LOAN0001453,APP0003052,CUST001377,2026-01-03,34000,18,18.33,194.2
LOAN0001454,APP0003056,CUST000377,2025-08-08,62000,9,20.15,255.0
LOAN0001455,APP0003060,CUST001843,2025-08-26,91000,9,20.38,241.6
LOAN0001456,APP0003061,CUST002448,2026-02-14,174000,18,17.38,263.8
LOAN0001457,APP0003062,CUST000971,2025-08-13,49000,18,17.32,218.2
LOAN0001458,APP0003065,CUST001746,2025-10-09,82000,9,17.72,171.6
LOAN0001459,APP0003067,CUST000985,2026-06-22,103000,24,19.78,364.9
LOAN0001460,APP0003068,CUST001518,2026-06-20,128000,24,17.27,197.2
LOAN0001461,APP0003069,CUST001308,2026-04-25,41000,18,15.16,185.4
LOAN0001462,APP0003072,CUST001828,2025-07-31,163000,24,22.61,330.2
LOAN0001463,APP0003073,CUST002481,2025-10-06,141000,12,18.34,208.7
LOAN0001464,APP0003075,CUST000921,2026-01-06,101000,36,19.44,274.8
LOAN0001465,APP0003076,CUST000507,2026-04-22,57000,6,19.94,240.6
LOAN0001466,APP0003080,CUST002249,2025-07-10,60000,18,16.92,185.5
LOAN0001467,APP0003082,CUST001206,2026-02-23,49000,12,23.6,432.8
LOAN0001468,APP0003083,CUST002009,2026-02-04,103000,18,21.36,251.8
